Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,groundnut top dressing fertilizer management,Recommended for apply zypsum 75kg / ac,PUDUCHERRY,MAHE,MAHE,19:37.0
JAYAD,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",Attack of Caterpillar,Spray Chloropyriphos 30ml/15 Liter of Water.,GOA,GOA NORTH,BARDEZ,45:44.7
NA,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Market Information,animal husbandary ?,Toll Free Number : 1800-233-3268.,GOA,GOA NORTH,TISWADI,36:27.6
NA,AGRICULTURE,Others,Others,Government Schemes,registration about kisan sms services?,your kisan sms services has been updated,GOA,GOA NORTH,BARDEZ,17:29.6
JAYAD,AGRICULTURE,Others,Others,Government Schemes,subsidy for food processing plant ?,25 % subsidy for food processing plant contact to block agriculture officer for more information,GOA,GOA NORTH,SATARI,42:53.0
JAYAD,HORTICULTURE,Plantation Crops,Coconut,Nutrient Management,fertilizer dose for coconut ?,"Manurial and fertilizer recommendation (Soil application/tree/year)- Urea 1.3 kg,Super phosphate 2 kg,Muriate of potash* 3.5 kg Neem cake application @ 5 kg,Organic manure (well rotten FYM) @ 50 kg",GOA,GOA NORTH,BARDEZ,04:28.7
JAYAD,AGRICULTURE,Others,Others,Government Schemes,Asking about Weather information?,Cloudy weather not Possibility of Rainfall,GOA,GOA NORTH,BARDEZ,53:43.6
JAYAD,AGRICULTURE,Others,Others,Government Schemes,Asked About SMS Activation?,Your Registration process successfully completed.,GOA,GOA NORTH,PONDA,42:44.6
NA,HORTICULTURE,Fruits,Lemon,Fertilizer Use and Availability,spray for flowering of lemon,spray for flowering of lemon - give 30-35 days water stress then apply 20 kg fym + 1 /2 kg neem cake + ssp 250 gm +150 gm mop +urea 180gm/plant,GOA,GOA SOUTH,SALCETE,18:31.0
KHARIF,AGRICULTURE,Others,Others,Government Schemes,Asked About SMS Activation?,Your Registration process successfully completed,GOA,GOA SOUTH,SALCETE,24:25.4
NA,AGRICULTURE,Others,Others,Weather,Asking about weather forecast ?,"Intermittent spells of rain, often heavy likely. Cloudy and light rainPrecipitation chance: 80% Humidity: 79%",GOA,GOA SOUTH,MORMUGAO,34:20.6
NA,AGRICULTURE,Others,Others,Government Schemes,Asked About SMS Activation?,Your Registration process successfully completed.,GOA,GOA SOUTH,SALCETE,36:51.9
KHARIF,AGRICULTURE,Others,Others,Weather,Asked About SMS Activation?,Your Registration process successfully completed.,GOA,GOA SOUTH,QUEPEM,34:09.2
JAYAD,AGRICULTURE,Others,Others,"	Field Preparation	",Asked About SMS Activation?,Your Registration process successfully completed,GOA,GOA SOUTH,MORMUGAO,03:37.6
NA,AGRICULTURE,Others,Others,Government Schemes,For Govt. Schemes ?,gide to visit tao,GOA,GOA SOUTH,MORMUGAO,14:24.5
RABI,AGRICULTURE,Others,Others,Agriculture Mechanization,agriculture equipment research centre-,agriculture equipment research centre-02426-243219,GOA,GOA SOUTH,CANACONA,08:23.0
JAYAD,AGRICULTURE,Others,Others,"	Field Preparation	",Asked About SMS Activation?,Your Registration process successfully completed,GOA,GOA SOUTH,MORMUGAO,03:37.6
NA,AGRICULTURE,Others,Others,Government Schemes,For Govt. Schemes ?,gide to visit tao,GOA,GOA SOUTH,MORMUGAO,14:24.5
RABI,AGRICULTURE,Others,Others,Agriculture Mechanization,agriculture equipment research centre-,agriculture equipment research centre-02426-243219,GOA,GOA SOUTH,CANACONA,08:23.0
NA,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",RICE BLAST,RECOMMANDED FOR TRICYCALZOLE 120 G/AC,PUDUCHERRY,YANAM,YANAM,20:49.2
